match_id,date,player,team,opposition,venue,city,innings_batted,batting_pos,runs,balls_faced,fours,sixes,how_out,batting_pts,sr_bonus,overs_bowled,maidens,runs_conceded,wickets,dot_balls_bowled,bowling_pts,er_bonus,catches,stumpings,runout_direct,runout_indirect,fielding_pts,playing_xi_pts,total_fantasy_pts,role
2025-03-22_Kolkata Knight Riders_Royal Challengers Bengaluru,2025-03-22,Q de Kock,Kolkata Knight Riders,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",Kolkata,1,1,4,5,1,0,caught,8,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,12,Opener
2025-03-22_Kolkata Knight Riders_Royal Challengers Bengaluru,2025-03-22,JR Hazlewood,Royal Challengers Bengaluru,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata,0,0,0,0,0,0,not out,0,0,4.0,0,22,2,16,92,8,0,0,0,0,0,4,104,Pure Bowler
2025-03-22_Kolkata Knight Riders_Royal Challengers Bengaluru,2025-03-22,JM Sharma,Royal Challengers Bengaluru,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata,0,0,0,0,0,0,not out,0,0,0.0,0,0,0,0,0,0,4,0,0,0,36,4,40,Unknown
2025-03-22_Kolkata Knight Riders_Royal Challengers Bengaluru,2025-03-22,AM Rahane,Kolkata Knight Riders,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",Kolkata,1,2,56,31,6,4,caught,116,6,0.0,0,0,0,0,0,0,0,0,0,0,0,4,126,Opener
2025-03-22_Kolkata Knight Riders_Royal Challengers Bengaluru,2025-03-22,SP Narine,Kolkata Knight Riders,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",Kolkata,1,3,44,26,5,3,caught,86,4,4.0,0,27,1,5,40,6,0,0,0,0,0,4,140,Batting AR
2025-03-22_Kolkata Knight Riders_Royal Challengers Bengaluru,2025-03-22,Yash Dayal,Royal Challengers Bengaluru,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata,0,0,0,0,0,0,not out,0,0,3.0,0,25,1,7,44,0,0,0,0,0,0,4,48,Pure Bowler
2025-03-22_Kolkata Knight Riders_Royal Challengers Bengaluru,2025-03-22,Rasikh Salam,Royal Challengers Bengaluru,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata,0,0,0,0,0,0,not out,0,0,3.0,0,35,1,9,48,-6,1,0,0,0,8,4,54,Pure Bowler
2025-03-22_Kolkata Knight Riders_Royal Challengers Bengaluru,2025-03-22,KH Pandya,Royal Challengers Bengaluru,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata,0,0,0,0,0,0,not out,0,0,4.0,0,29,3,8,134,2,0,0,0,0,0,4,140,Pure Bowler
2025-03-22_Kolkata Knight Riders_Royal Challengers Bengaluru,2025-03-22,Suyash Sharma,Royal Challengers Bengaluru,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata,0,0,0,0,0,0,not out,0,0,4.0,0,47,1,8,56,-6,0,0,0,0,0,4,54,Pure Bowler
2025-03-22_Kolkata Knight Riders_Royal Challengers Bengaluru,2025-03-22,VR Iyer,Kolkata Knight Riders,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",Kolkata,1,4,6,7,1,0,bowled,10,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,14,Middle Order Bat
2025-03-22_Kolkata Knight Riders_Royal Challengers Bengaluru,2025-03-22,A Raghuvanshi,Kolkata Knight Riders,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",Kolkata,1,5,30,22,2,1,caught,48,2,0.0,0,0,0,0,0,0,0,0,0,0,0,4,54,Middle Order Bat
2025-03-22_Kolkata Knight Riders_Royal Challengers Bengaluru,2025-03-22,RK Singh,Kolkata Knight Riders,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",Kolkata,1,6,12,10,1,0,bowled,16,0,0.0,0,0,0,0,0,0,1,0,0,0,8,4,28,Lower Middle Bat
2025-03-22_Kolkata Knight Riders_Royal Challengers Bengaluru,2025-03-22,LS Livingstone,Royal Challengers Bengaluru,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata,2,5,15,5,2,1,not out,29,0,2.0,0,14,0,2,4,2,0,0,0,0,0,4,39,Batting AR
2025-03-22_Kolkata Knight Riders_Royal Challengers Bengaluru,2025-03-22,AD Russell,Kolkata Knight Riders,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",Kolkata,1,7,4,3,1,0,bowled,8,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,12,Lower Middle Bat
2025-03-22_Kolkata Knight Riders_Royal Challengers Bengaluru,2025-03-22,Ramandeep Singh,Kolkata Knight Riders,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",Kolkata,1,8,6,9,0,0,not out,6,0,0.0,0,0,0,0,0,0,1,0,0,0,8,4,18,Tail
2025-03-22_Kolkata Knight Riders_Royal Challengers Bengaluru,2025-03-22,Harshit Rana,Kolkata Knight Riders,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",Kolkata,1,9,5,6,1,0,caught,9,0,3.0,0,32,0,4,8,-4,0,0,0,0,0,4,17,Pure Bowler
2025-03-22_Kolkata Knight Riders_Royal Challengers Bengaluru,2025-03-22,SH Johnson,Kolkata Knight Riders,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",Kolkata,1,10,1,1,0,0,not out,1,0,2.3,0,31,0,7,14,-8,1,0,0,0,8,4,19,Pure Bowler
2025-03-22_Kolkata Knight Riders_Royal Challengers Bengaluru,2025-03-22,PD Salt,Royal Challengers Bengaluru,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata,2,1,56,31,9,2,caught,116,6,0.0,0,0,0,0,0,0,0,0,0,0,0,4,126,Opener
2025-03-22_Kolkata Knight Riders_Royal Challengers Bengaluru,2025-03-22,VG Arora,Kolkata Knight Riders,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",Kolkata,0,0,0,0,0,0,not out,0,0,3.0,0,42,1,4,38,-8,0,0,0,0,0,4,34,Pure Bowler
2025-03-22_Kolkata Knight Riders_Royal Challengers Bengaluru,2025-03-22,V Kohli,Royal Challengers Bengaluru,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata,2,2,59,36,4,3,not out,105,4,0.0,0,0,0,0,0,0,0,0,0,0,0,4,113,Opener
2025-03-22_Kolkata Knight Riders_Royal Challengers Bengaluru,2025-03-22,CV Varun,Kolkata Knight Riders,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",Kolkata,0,0,0,0,0,0,not out,0,0,4.0,0,43,1,7,44,-4,0,0,0,0,0,4,44,Pure Bowler
2025-03-22_Kolkata Knight Riders_Royal Challengers Bengaluru,2025-03-22,D Padikkal,Royal Challengers Bengaluru,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata,2,3,10,10,1,0,caught,14,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,18,Top Order Bat
2025-03-22_Kolkata Knight Riders_Royal Challengers Bengaluru,2025-03-22,RM Patidar,Royal Challengers Bengaluru,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata,2,4,34,16,5,1,caught,64,6,0.0,0,0,0,0,0,0,0,0,0,0,0,4,74,Middle Order Bat
2025-03-23_Rajasthan Royals_Sunrisers Hyderabad,2025-03-23,Abhishek Sharma,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,1,1,24,11,5,0,caught,44,6,2.0,0,17,0,6,12,0,0,0,0,0,0,4,66,Batting AR
2025-03-23_Rajasthan Royals_Sunrisers Hyderabad,2025-03-23,Fazalhaq Farooqi,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,0,0,0,0,0,0,not out,0,0,3.0,0,49,0,3,6,-8,0,0,0,0,0,4,2,Pure Bowler
2025-03-23_Rajasthan Royals_Sunrisers Hyderabad,2025-03-23,TM Head,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,1,2,67,31,9,3,caught,133,6,0.0,0,0,0,0,0,0,0,0,0,0,0,4,143,Opener
2025-03-23_Rajasthan Royals_Sunrisers Hyderabad,2025-03-23,M Theekshana,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,0,0,0,0,0,0,not out,0,0,4.0,0,52,2,8,76,-8,0,0,0,0,0,4,72,Pure Bowler
2025-03-23_Rajasthan Royals_Sunrisers Hyderabad,2025-03-23,YBK Jaiswal,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,2,1,1,5,0,0,caught,1,0,0.0,0,0,0,0,0,0,2,0,0,0,16,4,21,Opener
2025-03-23_Rajasthan Royals_Sunrisers Hyderabad,2025-03-23,Ishan Kishan,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,1,3,106,47,11,6,not out,202,6,0.0,0,0,0,0,0,0,1,0,0,0,8,4,220,Top Order Bat
2025-03-23_Rajasthan Royals_Sunrisers Hyderabad,2025-03-23,JC Archer,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,2,8,1,1,0,0,not out,1,0,4.0,0,76,0,1,2,-8,1,0,0,0,8,4,7,Pure Bowler
2025-03-23_Rajasthan Royals_Sunrisers Hyderabad,2025-03-23,Sandeep Sharma,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,0,0,0,0,0,0,not out,0,0,4.0,0,51,1,5,40,-8,0,0,0,0,0,4,36,Pure Bowler
2025-03-23_Rajasthan Royals_Sunrisers Hyderabad,2025-03-23,N Rana,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,2,4,11,8,2,0,caught,19,0,1.0,0,9,0,0,0,0,0,0,0,0,0,4,23,Other
2025-03-23_Rajasthan Royals_Sunrisers Hyderabad,2025-03-23,TU Deshpande,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,0,0,0,0,0,0,not out,0,0,4.0,0,44,3,8,114,-4,0,0,0,0,0,4,114,Pure Bowler
2025-03-23_Rajasthan Royals_Sunrisers Hyderabad,2025-03-23,SO Hetmyer,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,2,7,42,23,1,4,caught,74,6,0.0,0,0,0,0,0,0,1,0,0,0,8,4,92,Lower Middle Bat
2025-03-23_Rajasthan Royals_Sunrisers Hyderabad,2025-03-23,Nithish Kumar Reddy,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,1,4,30,15,4,1,caught,56,6,0.0,0,0,0,0,0,0,0,0,0,0,0,4,66,Middle Order Bat
2025-03-23_Rajasthan Royals_Sunrisers Hyderabad,2025-03-23,H Klaasen,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,1,5,34,14,5,1,caught,64,6,0.0,0,0,0,0,0,0,1,0,0,0,8,4,82,Middle Order Bat
2025-03-23_Rajasthan Royals_Sunrisers Hyderabad,2025-03-23,R Parag,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,2,3,4,2,1,0,caught,8,0,0.0,0,0,0,0,0,0,2,0,0,0,16,4,28,Top Order Bat
2025-03-23_Rajasthan Royals_Sunrisers Hyderabad,2025-03-23,Aniket Verma,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,1,6,7,3,0,1,caught,13,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,17,Lower Middle Bat
2025-03-23_Rajasthan Royals_Sunrisers Hyderabad,2025-03-23,A Manohar,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,1,7,0,1,0,0,caught,-4,0,0.0,0,0,0,0,0,0,2,0,0,0,16,4,16,Lower Middle Bat
2025-03-23_Rajasthan Royals_Sunrisers Hyderabad,2025-03-23,PJ Cummins,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,1,8,0,1,0,0,not out,0,0,4.0,0,60,0,4,8,-8,2,0,0,0,16,4,20,Pure Bowler
2025-03-23_Rajasthan Royals_Sunrisers Hyderabad,2025-03-23,Mohammed Shami,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,0,0,0,0,0,0,not out,0,0,3.0,0,33,1,8,46,-4,0,0,0,0,0,4,46,Pure Bowler
2025-03-23_Rajasthan Royals_Sunrisers Hyderabad,2025-03-23,SV Samson,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,2,2,66,37,7,4,caught,130,6,0.0,0,0,0,0,0,0,0,0,0,0,0,4,140,Opener
2025-03-23_Rajasthan Royals_Sunrisers Hyderabad,2025-03-23,Simarjeet Singh,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,0,0,0,0,0,0,not out,0,0,3.0,0,46,2,8,76,-8,0,0,0,0,0,4,72,Pure Bowler
2025-03-23_Rajasthan Royals_Sunrisers Hyderabad,2025-03-23,Dhruv Jurel,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,2,5,70,35,5,6,caught,138,6,0.0,0,0,0,0,0,0,0,0,0,0,0,4,148,Middle Order Bat
2025-03-23_Rajasthan Royals_Sunrisers Hyderabad,2025-03-23,A Zampa,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,0,0,0,0,0,0,not out,0,0,4.0,0,48,1,7,44,-6,0,0,0,0,0,4,42,Pure Bowler
2025-03-23_Rajasthan Royals_Sunrisers Hyderabad,2025-03-23,HV Patel,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,0,0,0,0,0,0,not out,0,0,4.0,0,34,2,7,74,0,0,0,0,0,0,4,78,Pure Bowler
2025-03-23_Rajasthan Royals_Sunrisers Hyderabad,2025-03-23,SB Dubey,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,2,6,34,11,1,4,not out,66,6,0.0,0,0,0,0,0,0,0,0,0,0,0,4,76,Lower Middle Bat
2025-03-23_Chennai Super Kings_Mumbai Indians,2025-03-23,RG Sharma,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,1,0,4,0,0,caught,-4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,0,Opener
2025-03-23_Chennai Super Kings_Mumbai Indians,2025-03-23,KK Ahmed,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,0,0,0,0,0,0,not out,0,0,4.0,0,29,3,15,138,2,0,0,0,0,0,4,144,Pure Bowler
2025-03-23_Chennai Super Kings_Mumbai Indians,2025-03-23,S Dube,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,4,9,7,0,1,caught,15,0,0.0,0,0,0,0,0,0,2,0,0,0,16,4,35,Middle Order Bat
2025-03-23_Chennai Super Kings_Mumbai Indians,2025-03-23,WG Jacks,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,2,11,7,2,0,caught,19,0,4.0,0,32,1,7,54,0,1,0,0,0,8,4,85,Batting AR
2025-03-23_Chennai Super Kings_Mumbai Indians,2025-03-23,RD Rickelton,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,3,13,7,3,0,bowled,25,0,0.0,0,0,0,0,0,0,1,0,0,1,14,4,43,Top Order Bat
2025-03-23_Chennai Super Kings_Mumbai Indians,2025-03-23,SM Curran,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,6,4,9,0,0,bowled,4,0,1.0,0,13,0,2,4,0,0,0,0,0,0,4,12,Other
2025-03-23_Chennai Super Kings_Mumbai Indians,2025-03-23,SA Yadav,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,4,29,26,2,1,stumped,47,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,51,Middle Order Bat
2025-03-23_Chennai Super Kings_Mumbai Indians,2025-03-23,NT Ellis,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,0,0,0,0,0,0,not out,0,0,4.0,0,38,1,6,52,-2,0,0,0,0,0,4,54,Pure Bowler
2025-03-23_Chennai Super Kings_Mumbai Indians,2025-03-23,R Ashwin,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,0,0,0,0,0,0,not out,0,0,4.0,0,31,1,6,42,2,0,0,0,0,0,4,48,Pure Bowler
2025-03-23_Chennai Super Kings_Mumbai Indians,2025-03-23,Tilak Varma,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,5,31,25,2,2,lbw,55,0,0.0,0,0,0,0,0,0,1,0,0,0,8,4,67,Middle Order Bat
2025-03-23_Chennai Super Kings_Mumbai Indians,2025-03-23,RA Jadeja,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,7,17,18,1,0,run out,21,0,3.0,0,21,0,8,16,2,1,0,0,0,8,4,51,Bowling AR
2025-03-23_Chennai Super Kings_Mumbai Indians,2025-03-23,Noor Ahmad,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,0,0,0,0,0,0,not out,0,0,4.0,0,18,4,12,184,10,0,0,0,0,0,4,198,Pure Bowler
2025-03-23_Chennai Super Kings_Mumbai Indians,2025-03-23,MS Dhoni,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,8,0,2,0,0,not out,0,0,0.0,0,0,0,0,0,0,0,1,0,0,12,4,16,Tail
2025-03-23_Chennai Super Kings_Mumbai Indians,2025-03-23,R Minz,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,6,3,9,0,0,caught,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,7,Lower Middle Bat
2025-03-23_Chennai Super Kings_Mumbai Indians,2025-03-23,Naman Dhir,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,7,17,12,1,0,bowled,21,2,3.0,0,12,0,7,14,10,0,0,0,0,0,4,51,Bowling AR
2025-03-23_Chennai Super Kings_Mumbai Indians,2025-03-23,MJ Santner,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,8,11,13,1,0,lbw,15,0,2.2,0,24,0,5,10,-6,0,0,0,0,0,4,23,Pure Bowler
2025-03-23_Chennai Super Kings_Mumbai Indians,2025-03-23,DL Chahar,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,9,28,15,2,2,not out,52,0,2.0,0,18,1,5,40,0,0,0,0,1,6,4,102,Pure Bowler
2025-03-23_Chennai Super Kings_Mumbai Indians,2025-03-23,TA Boult,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,10,1,2,0,0,caught,1,0,3.0,0,27,0,4,8,0,0,0,0,0,0,4,13,Pure Bowler
2025-03-23_Chennai Super Kings_Mumbai Indians,2025-03-23,RD Gaikwad,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,3,53,26,6,3,caught,107,6,0.0,0,0,0,0,0,0,1,0,0,0,8,4,125,Top Order Bat
2025-03-23_Chennai Super Kings_Mumbai Indians,2025-03-23,PVSN Raju,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,11,1,1,0,0,not out,1,0,1.0,0,13,0,0,0,0,1,0,0,0,8,4,13,Tail
2025-03-23_Chennai Super Kings_Mumbai Indians,2025-03-23,R Ravindra,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,1,65,45,2,4,not out,109,2,0.0,0,0,0,0,0,0,0,0,0,0,0,4,115,Opener
2025-03-23_Chennai Super Kings_Mumbai Indians,2025-03-23,RA Tripathi,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,2,2,3,0,0,caught,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,6,Opener
2025-03-23_Chennai Super Kings_Mumbai Indians,2025-03-23,V Puthur,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,0,0,0,0,0,0,not out,0,0,4.0,0,32,3,9,116,0,0,0,0,0,0,4,120,Pure Bowler
2025-03-23_Chennai Super Kings_Mumbai Indians,2025-03-23,DJ Hooda,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,5,3,5,0,0,caught,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,7,Middle Order Bat
2025-03-24_Delhi Capitals_Lucknow Super Giants,2025-03-24,AK Markram,Lucknow Super Giants,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,1,1,15,13,1,1,caught,25,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,29,Opener
2025-03-24_Delhi Capitals_Lucknow Super Giants,2025-03-24,MA Starc,Delhi Capitals,Lucknow Super Giants,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,2,9,2,5,0,0,caught,2,0,4.0,0,42,3,9,136,-4,1,0,0,0,8,4,146,Pure Bowler
2025-03-24_Delhi Capitals_Lucknow Super Giants,2025-03-24,MR Marsh,Lucknow Super Giants,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,1,2,72,36,6,6,caught,144,6,0.0,0,0,0,0,0,0,0,0,0,0,0,4,154,Opener
2025-03-24_Delhi Capitals_Lucknow Super Giants,2025-03-24,AR Patel,Delhi Capitals,Lucknow Super Giants,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,2,5,22,11,3,1,caught,40,6,3.0,0,18,0,7,14,6,0,0,0,1,6,4,76,Batting AR
2025-03-24_Delhi Capitals_Lucknow Super Giants,2025-03-24,V Nigam,Delhi Capitals,Lucknow Super Giants,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,2,8,39,15,5,2,caught,75,0,2.0,0,35,1,3,36,-8,0,0,0,0,0,4,107,Pure Bowler
2025-03-24_Delhi Capitals_Lucknow Super Giants,2025-03-24,N Pooran,Lucknow Super Giants,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,1,3,75,30,6,7,bowled,165,6,0.0,0,0,0,0,0,0,2,0,0,0,16,4,191,Top Order Bat
2025-03-24_Delhi Capitals_Lucknow Super Giants,2025-03-24,Mukesh Kumar,Delhi Capitals,Lucknow Super Giants,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,0,0,0,0,0,0,not out,0,0,2.0,0,22,1,4,38,-4,0,0,0,0,0,4,38,Pure Bowler
2025-03-24_Delhi Capitals_Lucknow Super Giants,2025-03-24,Kuldeep Yadav,Delhi Capitals,Lucknow Super Giants,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,2,10,5,5,1,0,run out,9,0,4.0,0,20,2,15,90,8,0,0,0,0,0,4,111,Pure Bowler
2025-03-24_Delhi Capitals_Lucknow Super Giants,2025-03-24,MM Sharma,Delhi Capitals,Lucknow Super Giants,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,2,11,1,2,0,0,not out,1,0,4.0,0,42,0,7,14,-4,0,0,0,0,0,4,15,Pure Bowler
2025-03-24_Delhi Capitals_Lucknow Super Giants,2025-03-24,T Stubbs,Delhi Capitals,Lucknow Super Giants,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,2,6,34,22,1,3,bowled,60,4,1.0,0,28,0,1,2,0,2,0,0,0,16,4,86,Other
2025-03-24_Delhi Capitals_Lucknow Super Giants,2025-03-24,RR Pant,Lucknow Super Giants,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,1,4,0,6,0,0,caught,-4,0,0.0,0,0,0,0,0,0,2,0,0,1,22,4,22,Middle Order Bat
2025-03-24_Delhi Capitals_Lucknow Super Giants,2025-03-24,F du Plessis,Delhi Capitals,Lucknow Super Giants,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,2,2,29,18,3,2,caught,57,4,0.0,0,0,0,0,0,0,1,0,0,0,8,4,73,Opener
2025-03-24_Delhi Capitals_Lucknow Super Giants,2025-03-24,DA Miller,Lucknow Super Giants,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,1,5,27,19,1,2,not out,47,2,0.0,0,0,0,0,0,0,1,0,0,0,8,4,61,Middle Order Bat
2025-03-24_Delhi Capitals_Lucknow Super Giants,2025-03-24,A Badoni,Lucknow Super Giants,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,1,6,4,5,0,0,caught,4,0,0.0,0,0,0,0,0,0,1,0,0,0,8,4,16,Lower Middle Bat
2025-03-24_Delhi Capitals_Lucknow Super Giants,2025-03-24,SN Thakur,Lucknow Super Giants,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,1,7,0,2,0,0,run out,-4,0,2.0,0,19,2,5,70,-2,0,0,0,0,0,4,68,Bowling AR
2025-03-24_Delhi Capitals_Lucknow Super Giants,2025-03-24,Abishek Porel,Delhi Capitals,Lucknow Super Giants,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,2,3,0,2,0,0,caught,-4,0,0.0,0,0,0,0,0,0,0,0,0,1,6,4,6,Top Order Bat
2025-03-24_Delhi Capitals_Lucknow Super Giants,2025-03-24,Shahbaz Ahmed,Lucknow Super Giants,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,1,8,9,8,1,0,caught,13,0,1.5,0,22,0,1,2,0,0,0,0,0,0,4,19,Tail
